Character,Absolute Frequency,Relative Frequency,Weight
賂,34,0.000234,0.752204
賃,36,0.000248,0.710415
賄,23,0.000158,1.111954
賅,11,0.000076,2.324995
資,37,0.000255,0.691215
賈,26,0.000179,0.983652
賊,26,0.000179,0.983652
賑,12,0.000083,2.131246
賒,22,0.000151,1.162498
賓,21,0.000144,1.217855
賚,20,0.000138,1.278747
賜,26,0.000179,0.983652
賞,39,0.000268,0.655768
賠,30,0.000206,0.852498
賡,15,0.000103,1.704996
賢,26,0.000179,0.983652
賣,25,0.000172,1.022998
賤,26,0.000179,0.983652
賦,31,0.000213,0.824998
質,40,0.000275,0.639374
賭,30,0.000206,0.852498
賴,30,0.000206,0.852498
賺,28,0.000193,0.913391
賻,23,0.000158,1.111954
購,29,0.000199,0.881895
賽,21,0.000144,1.217855
贄,14,0.000096,1.826782
贅,31,0.000213,0.824998
贈,30,0.000206,0.852498
贍,26,0.000179,0.983652
贏,19,0.000131,1.346050
贐,11,0.000076,2.324995
贓,30,0.000206,0.852498
贖,22,0.000151,1.162498
赤,35,0.000241,0.730713
赦,33,0.000227,0.774998
赧,31,0.000213,0.824998
赫,37,0.000255,0.691215
赭,15,0.000103,1.704996
走,29,0.000199,0.881895
赳,26,0.000179,0.983652
赴,20,0.000138,1.278747
赶,28,0.000193,0.913391
起,25,0.000172,1.022998
趁,19,0.000131,1.346050
超,26,0.000179,0.983652
越,26,0.000179,0.983652
趕,23,0.000158,1.111954
趙,35,0.000241,0.730713
趟,21,0.000144,1.217855
趣,28,0.000193,0.913391
趨,19,0.000131,1.346050
足,40,0.000275,0.639374
趺,24,0.000165,1.065623
趾,24,0.000165,1.065623
跆,19,0.000131,1.346050
跋,30,0.000206,0.852498
跌,26,0.000179,0.983652
跎,24,0.000165,1.065623
跏,19,0.000131,1.346050
跑,29,0.000199,0.881895
跖,15,0.000103,1.704996
跚,21,0.000144,1.217855
跛,16,0.000110,1.598434
距,37,0.000255,0.691215
跟,17,0.000117,1.504409
跡,28,0.000193,0.913391
跣,12,0.000083,2.131246
跤,19,0.000131,1.346050
跥,24,0.000165,1.065623
跨,24,0.000165,1.065623
跪,27,0.000186,0.947220
跫,22,0.000151,1.162498
路,44,0.000303,0.581249
跳,27,0.000186,0.947220
踉,13,0.000089,1.967304
踊,12,0.000083,2.131246
踏,28,0.000193,0.913391
踐,37,0.000255,0.691215
踝,24,0.000165,1.065623
踞,31,0.000213,0.824998
踟,25,0.000172,1.022998
踢,28,0.000193,0.913391
踩,17,0.000117,1.504409
踰,25,0.000172,1.022998
踱,21,0.000144,1.217855
踵,25,0.000172,1.022998
踹,18,0.000124,1.420830
蹂,27,0.000186,0.947220
蹄,29,0.000199,0.881895
蹇,14,0.000096,1.826782
蹈,22,0.000151,1.162498
蹉,18,0.000124,1.420830
蹊,19,0.000131,1.346050
蹋,29,0.000199,0.881895
蹌,14,0.000096,1.826782
蹕,14,0.000096,1.826782
蹙,25,0.000172,1.022998
蹣,21,0.000144,1.217855
蹤,24,0.000165,1.065623
蹬,32,0.000220,0.799217
蹭,14,0.000096,1.826782
蹲,38,0.000261,0.673025
蹴,24,0.000165,1.065623
蹶,25,0.000172,1.022998
蹺,20,0.000138,1.278747
蹼,21,0.000144,1.217855
躁,25,0.000172,1.022998
躅,26,0.000179,0.983652
躇,20,0.000138,1.278747
躉,22,0.000151,1.162498
躊,20,0.000138,1.278747
躋,19,0.000131,1.346050
躍,21,0.000144,1.217855
躑,13,0.000089,1.967304
躓,22,0.000151,1.162498
躔,11,0.000076,2.324995
躡,25,0.000172,1.022998
躪,21,0.000144,1.217855
身,33,0.000227,0.774998
躬,31,0.000213,0.824998
躲,26,0.000179,0.983652
軀,29,0.000199,0.881895
車,44,0.000303,0.581249
軋,36,0.000248,0.710415
軌,25,0.000172,1.022998
軍,28,0.000193,0.913391
軒,29,0.000199,0.881895
軔,25,0.000172,1.022998
軛,21,0.000144,1.217855
軟,30,0.000206,0.852498
軫,25,0.000172,1.022998
軸,30,0.000206,0.852498
軻,19,0.000131,1.346050
軼,21,0.000144,1.217855
軾,25,0.000172,1.022998
較,24,0.000165,1.065623
輅,17,0.000117,1.504409
載,29,0.000199,0.881895
輊,24,0.000165,1.065623
輒,20,0.000138,1.278747
輔,32,0.000220,0.799217
輕,26,0.000179,0.983652
輛,25,0.000172,1.022998
輜,20,0.000138,1.278747
輝,36,0.000248,0.710415
輞,14,0.000096,1.826782
輟,27,0.000186,0.947220
輥,27,0.000186,0.947220
輦,20,0.000138,1.278747
輩,28,0.000193,0.913391
輪,31,0.000213,0.824998
輯,27,0.000186,0.947220
輳,27,0.000186,0.947220
輸,37,0.000255,0.691215
輻,28,0.000193,0.913391
輾,16,0.000110,1.598434
輿,30,0.000206,0.852498
轂,15,0.000103,1.704996
轄,20,0.000138,1.278747
轅,29,0.000199,0.881895
轆,17,0.000117,1.504409
轉,21,0.000144,1.217855
轍,32,0.000220,0.799217
轎,32,0.000220,0.799217
轔,17,0.000117,1.504409
轟,41,0.000282,0.623779
轡,21,0.000144,1.217855
轢,13,0.000089,1.967304
轤,17,0.000117,1.504409
辛,23,0.000158,1.111954
辜,35,0.000241,0.730713
辞,25,0.000172,1.022998
辟,24,0.000165,1.065623
辢,36,0.000248,0.710415
辣,37,0.000255,0.691215
辤,25,0.000172,1.022998
辦,23,0.000158,1.111954
辨,28,0.000193,0.913391
辮,25,0.000172,1.022998
辯,24,0.000165,1.065623
辰,27,0.000186,0.947220
辱,24,0.000165,1.065623
農,44,0.000303,0.581249
达,22,0.000151,1.162498
迁,11,0.000076,2.324995
迂,36,0.000248,0.710415
迄,32,0.000220,0.799217
迅,24,0.000165,1.065623
迎,29,0.000199,0.881895
运,33,0.000227,0.774998
近,32,0.000220,0.799217
返,44,0.000303,0.581249
还,18,0.000124,1.420830
迢,35,0.000241,0.730713
迤,23,0.000158,1.111954
迥,18,0.000124,1.420830
迦,16,0.000110,1.598434
迨,15,0.000103,1.704996
迩,8,0.000055,3.196868
迪,27,0.000186,0.947220
迫,21,0.000144,1.217855
迭,23,0.000158,1.111954
述,34,0.000234,0.752204
迷,47,0.000323,0.544148
迸,37,0.000255,0.691215
迹,33,0.000227,0.774998
追,33,0.000227,0.774998
退,34,0.000234,0.752204
送,36,0.000248,0.710415
逃,33,0.000227,0.774998
逅,26,0.000179,0.983652
逆,29,0.000199,0.881895
逋,14,0.000096,1.826782
逍,18,0.000124,1.420830
透,24,0.000165,1.065623
逐,31,0.000213,0.824998
逑,12,0.000083,2.131246
递,16,0.000110,1.598434
途,33,0.000227,0.774998
逕,21,0.000144,1.217855
逖,18,0.000124,1.420830
逗,26,0.000179,0.983652
這,27,0.000186,0.947220
通,37,0.000255,0.691215
逛,23,0.000158,1.111954
逝,32,0.000220,0.799217
逞,29,0.000199,0.881895
速,44,0.000303,0.581249
造,46,0.000316,0.555977
逡,13,0.000089,1.967304
逢,30,0.000206,0.852498
連,37,0.000255,0.691215
逮,28,0.000193,0.913391
進,32,0.000220,0.799217
逵,24,0.000165,1.065623
逶,11,0.000076,2.324995
逸,35,0.000241,0.730713
逼,29,0.000199,0.881895
逾,22,0.000151,1.162498
遁,22,0.000151,1.162498
遂,26,0.000179,0.983652
遇,22,0.000151,1.162498
運,35,0.000241,0.730713
遍,26,0.000179,0.983652
過,47,0.000323,0.544148
遏,30,0.000206,0.852498
遐,27,0.000186,0.947220
遑,22,0.000151,1.162498
遒,15,0.000103,1.704996
道,42,0.000289,0.608927
達,34,0.000234,0.752204
違,20,0.000138,1.278747
遘,20,0.000138,1.278747
遙,27,0.000186,0.947220
遛,15,0.000103,1.704996
遜,36,0.000248,0.710415
遞,32,0.000220,0.799217
遠,37,0.000255,0.691215
遢,24,0.000165,1.065623
遣,29,0.000199,0.881895
遨,21,0.000144,1.217855
遭,27,0.000186,0.947220
遮,25,0.000172,1.022998
遲,29,0.000199,0.881895
遴,27,0.000186,0.947220
遵,24,0.000165,1.065623
遷,27,0.000186,0.947220
選,40,0.000275,0.639374
遺,26,0.000179,0.983652
遼,22,0.000151,1.162498
遽,18,0.000124,1.420830
避,27,0.000186,0.947220
邀,19,0.000131,1.346050
邁,38,0.000261,0.673025
邂,16,0.000110,1.598434
邃,21,0.000144,1.217855
還,18,0.000124,1.420830
邇,23,0.000158,1.111954
邈,23,0.000158,1.111954
邊,33,0.000227,0.774998
邋,15,0.000103,1.704996
邏,19,0.000131,1.346050
邐,19,0.000131,1.346050
邑,31,0.000213,0.824998
邓,19,0.000131,1.346050
邕,24,0.000165,1.065623
邢,31,0.000213,0.824998
那,36,0.000248,0.710415
邦,30,0.000206,0.852498
邪,24,0.000165,1.065623
邮,16,0.000110,1.598434
邯,18,0.000124,1.420830
邱,30,0.000206,0.852498
邵,30,0.000206,0.852498
邶,12,0.000083,2.131246
邸,16,0.000110,1.598434
邹,19,0.000131,1.346050
郁,27,0.000186,0.947220
郊,25,0.000172,1.022998
郛,20,0.000138,1.278747
郝,22,0.000151,1.162498
郡,31,0.000213,0.824998
郢,23,0.000158,1.111954
部,48,0.000330,0.532811
郭,29,0.000199,0.881895
郴,20,0.000138,1.278747
郵,41,0.000282,0.623779
都,41,0.000282,0.623779
郾,16,0.000110,1.598434
鄂,26,0.000179,0.983652
鄒,22,0.000151,1.162498
鄖,18,0.000124,1.420830
鄙,28,0.000193,0.913391
鄞,21,0.000144,1.217855
鄧,30,0.000206,0.852498
鄭,29,0.000199,0.881895
鄰,30,0.000206,0.852498
鄱,15,0.000103,1.704996
鄲,18,0.000124,1.420830
鄴,22,0.000151,1.162498
鄹,20,0.000138,1.278747
酈,13,0.000089,1.967304
酉,32,0.000220,0.799217
酊,19,0.000131,1.346050
酋,37,0.000255,0.691215
酌,19,0.000131,1.346050
配,31,0.000213,0.824998
酎,10,0.000069,2.557495
酒,41,0.000282,0.623779
酗,24,0.000165,1.065623
酢,13,0.000089,1.967304
酣,30,0.000206,0.852498
酥,30,0.000206,0.852498
酩,20,0.000138,1.278747
酪,21,0.000144,1.217855
酬,27,0.000186,0.947220
酮,14,0.000096,1.826782
酲,11,0.000076,2.324995
酴,17,0.000117,1.504409
酵,28,0.000193,0.913391
酶,15,0.000103,1.704996
酷,40,0.000275,0.639374
酸,47,0.000323,0.544148
醇,33,0.000227,0.774998
醉,28,0.000193,0.913391
醋,26,0.000179,0.983652
醍,11,0.000076,2.324995
醐,19,0.000131,1.346050
醒,20,0.000138,1.278747
醚,12,0.000083,2.131246
醛,20,0.000138,1.278747
醞,15,0.000103,1.704996
醢,22,0.000151,1.162498
醪,15,0.000103,1.704996
醫,42,0.000289,0.608927
醬,15,0.000103,1.704996
醮,28,0.000193,0.913391
醯,27,0.000186,0.947220
醴,22,0.000151,1.162498
醵,14,0.000096,1.826782
醺,21,0.000144,1.217855
釀,30,0.000206,0.852498
釁,24,0.000165,1.065623
釅,24,0.000165,1.065623
采,19,0.000131,1.346050
釉,26,0.000179,0.983652
釋,27,0.000186,0.947220
里,32,0.000220,0.799217
重,26,0.000179,0.983652
野,36,0.000248,0.710415
量,37,0.000255,0.691215
金,38,0.000261,0.673025
釗,20,0.000138,1.278747
釘,24,0.000165,1.065623
釙,19,0.000131,1.346050
釜,26,0.000179,0.983652
針,38,0.000261,0.673025
釣,27,0.000186,0.947220
釤,14,0.000096,1.826782
釧,27,0.000186,0.947220
釩,36,0.000248,0.710415
釵,31,0.000213,0.824998
鈉,21,0.000144,1.217855
鈍,27,0.000186,0.947220
鈎,21,0.000144,1.217855
鈐,19,0.000131,1.346050
鈑,18,0.000124,1.420830
鈔,26,0.000179,0.983652
鈕,29,0.000199,0.881895
鈞,27,0.000186,0.947220
鈴,27,0.000186,0.947220
鈷,22,0.000151,1.162498
鈸,19,0.000131,1.346050
鈹,20,0.000138,1.278747
鈺,13,0.000089,1.967304
鈽,12,0.000083,2.131246
鈾,25,0.000172,1.022998
鈿,22,0.000151,1.162498
鉀,32,0.000220,0.799217
鉅,16,0.000110,1.598434
鉈,11,0.000076,2.324995
鉉,38,0.000261,0.673025
鉍,19,0.000131,1.346050
鉑,23,0.000158,1.111954
鉗,35,0.000241,0.730713
鉚,23,0.000158,1.111954
鉛,32,0.000220,0.799217
鉞,17,0.000117,1.504409
鉦,15,0.000103,1.704996
鉸,32,0.000220,0.799217
鉻,21,0.000144,1.217855
銀,37,0.000255,0.691215
銃,11,0.000076,2.324995
銅,36,0.000248,0.710415
銑,17,0.000117,1.504409
銓,23,0.000158,1.111954
銖,24,0.000165,1.065623
銘,29,0.000199,0.881895
銚,11,0.000076,2.324995
銳,29,0.000199,0.881895
銷,27,0.000186,0.947220
銹,20,0.000138,1.278747
銻,18,0.000124,1.420830
鋁,22,0.000151,1.162498
鋅,26,0.000179,0.983652
鋇,24,0.000165,1.065623
鋏,17,0.000117,1.504409
鋒,23,0.000158,1.111954
鋤,28,0.000193,0.913391
鋸,33,0.000227,0.774998
鋻,38,0.000261,0.673025
鋼,46,0.000316,0.555977
錆,13,0.000089,1.967304
錐,25,0.000172,1.022998
錕,17,0.000117,1.504409
錘,26,0.000179,0.983652
錙,13,0.000089,1.967304
錚,16,0.000110,1.598434
錠,30,0.000206,0.852498
錢,35,0.000241,0.730713
錦,32,0.000220,0.799217
錨,21,0.000144,1.217855
錫,27,0.000186,0.947220
錮,17,0.000117,1.504409
錯,24,0.000165,1.065623
鍋,22,0.000151,1.162498
鍍,26,0.000179,0.983652
鍔,17,0.000117,1.504409
鍘,15,0.000103,1.704996
鍛,24,0.000165,1.065623
鍥,27,0.000186,0.947220
鍫,20,0.000138,1.278747
鍰,22,0.000151,1.162498
鍵,26,0.000179,0.983652
鍺,18,0.000124,1.420830
鍾,32,0.000220,0.799217
鎊,26,0.000179,0.983652
鎖,18,0.000124,1.420830
鎘,16,0.000110,1.598434
鎢,24,0.000165,1.065623
鎧,15,0.000103,1.704996
鎬,22,0.000151,1.162498
鎮,30,0.000206,0.852498
鎰,18,0.000124,1.420830
鏃,14,0.000096,1.826782
鏈,26,0.000179,0.983652
鏑,24,0.000165,1.065623
鏖,14,0.000096,1.826782
鏗,20,0.000138,1.278747
鏘,31,0.000213,0.824998
鏜,21,0.000144,1.217855
鏝,18,0.000124,1.420830
鏞,14,0.000096,1.826782
鏡,44,0.000303,0.581249
鏢,20,0.000138,1.278747
鏤,14,0.000096,1.826782
鏨,16,0.000110,1.598434
鐃,20,0.000138,1.278747
鐐,20,0.000138,1.278747
鐓,15,0.000103,1.704996
鐔,20,0.000138,1.278747
鐙,14,0.000096,1.826782
鐫,29,0.000199,0.881895
鐲,21,0.000144,1.217855
鐳,24,0.000165,1.065623
鐵,25,0.000172,1.022998
鐸,16,0.000110,1.598434
鐺,26,0.000179,0.983652
鑄,27,0.000186,0.947220
鑚,34,0.000234,0.752204
鑠,23,0.000158,1.111954
鑣,24,0.000165,1.065623
鑰,27,0.000186,0.947220
鑲,25,0.000172,1.022998
鑷,25,0.000172,1.022998
鑼,42,0.000289,0.608927
鑾,13,0.000089,1.967304
鑿,22,0.000151,1.162498
長,31,0.000213,0.824998
門,35,0.000241,0.730713
閂,25,0.000172,1.022998
閃,22,0.000151,1.162498
閉,24,0.000165,1.065623
開,34,0.000234,0.752204
閎,13,0.000089,1.967304
閏,27,0.000186,0.947220
閑,26,0.000179,0.983652
閔,19,0.000131,1.346050
閙,24,0.000165,1.065623
閡,19,0.000131,1.346050
閣,30,0.000206,0.852498
閥,15,0.000103,1.704996
閨,29,0.000199,0.881895
閩,27,0.000186,0.947220
閭,26,0.000179,0.983652
閱,18,0.000124,1.420830
閹,22,0.000151,1.162498
閻,29,0.000199,0.881895
閼,17,0.000117,1.504409
閾,15,0.000103,1.704996
闃,9,0.000062,2.841661
闈,19,0.000131,1.346050
闋,21,0.000144,1.217855
闌,22,0.000151,1.162498
闐,24,0.000165,1.065623
闔,12,0.000083,2.131246
闕,15,0.000103,1.704996
闖,23,0.000158,1.111954
關,24,0.000165,1.065623
闡,34,0.000234,0.752204
闥,16,0.000110,1.598434
阜,26,0.000179,0.983652
阡,17,0.000117,1.504409
阪,26,0.000179,0.983652
阮,27,0.000186,0.947220
阱,18,0.000124,1.420830
防,40,0.000275,0.639374
阳,23,0.000158,1.111954
阴,22,0.000151,1.162498
阻,19,0.000131,1.346050
阿,23,0.000158,1.111954
陀,33,0.000227,0.774998
陂,13,0.000089,1.967304
附,30,0.000206,0.852498
陋,29,0.000199,0.881895
陌,27,0.000186,0.947220
降,25,0.000172,1.022998
限,41,0.000282,0.623779
陘,13,0.000089,1.967304
陛,40,0.000275,0.639374
陝,32,0.000220,0.799217
陟,22,0.000151,1.162498
陡,26,0.000179,0.983652
院,39,0.000268,0.655768
陣,32,0.000220,0.799217
除,37,0.000255,0.691215
陪,18,0.000124,1.420830
陬,23,0.000158,1.111954
陰,31,0.000213,0.824998
陲,17,0.000117,1.504409
陳,36,0.000248,0.710415
陴,19,0.000131,1.346050
陵,24,0.000165,1.065623
陶,25,0.000172,1.022998
陷,22,0.000151,1.162498
陸,51,0.000351,0.501470
陽,39,0.000268,0.655768
隅,26,0.000179,0.983652
隆,25,0.000172,1.022998
隈,16,0.000110,1.598434
隊,35,0.000241,0.730713
隋,37,0.000255,0.691215
隍,26,0.000179,0.983652
隔,20,0.000138,1.278747
隕,31,0.000213,0.824998
隗,19,0.000131,1.346050
隘,27,0.000186,0.947220
隙,22,0.000151,1.162498
際,31,0.000213,0.824998
障,33,0.000227,0.774998
隧,26,0.000179,0.983652
隨,36,0.000248,0.710415
險,23,0.000158,1.111954
隰,14,0.000096,1.826782
隱,19,0.000131,1.346050
隴,30,0.000206,0.852498
隶,19,0.000131,1.346050
隷,13,0.000089,1.967304
隹,13,0.000089,1.967304
隼,16,0.000110,1.598434
雀,29,0.000199,0.881895
雁,28,0.000193,0.913391
雄,32,0.000220,0.799217
雅,29,0.000199,0.881895
集,29,0.000199,0.881895
雇,35,0.000241,0.730713
雉,23,0.000158,1.111954
雋,13,0.000089,1.967304
雌,24,0.000165,1.065623
雍,34,0.000234,0.752204
雎,12,0.000083,2.131246
雒,20,0.000138,1.278747
雕,15,0.000103,1.704996
雖,28,0.000193,0.913391
雙,31,0.000213,0.824998
雛,28,0.000193,0.913391
雞,23,0.000158,1.111954
難,34,0.000234,0.752204
雨,43,0.000296,0.594766
雩,12,0.000083,2.131246
雪,30,0.000206,0.852498
雯,13,0.000089,1.967304
零,19,0.000131,1.346050
雷,27,0.000186,0.947220
雹,28,0.000193,0.913391
電,31,0.000213,0.824998
需,23,0.000158,1.111954
霄,32,0.000220,0.799217
霆,19,0.000131,1.346050
震,26,0.000179,0.983652
霈,13,0.000089,1.967304
霉,24,0.000165,1.065623
霍,20,0.000138,1.278747
霎,20,0.000138,1.278747
霏,29,0.000199,0.881895
霓,27,0.000186,0.947220
霖,25,0.000172,1.022998
霜,36,0.000248,0.710415
霞,39,0.000268,0.655768
霧,35,0.000241,0.730713
霪,12,0.000083,2.131246
霰,14,0.000096,1.826782
露,18,0.000124,1.420830
霸,24,0.000165,1.065623
霹,28,0.000193,0.913391
霽,16,0.000110,1.598434
霾,17,0.000117,1.504409
靂,18,0.000124,1.420830
靄,14,0.000096,1.826782
靈,30,0.000206,0.852498
靖,31,0.000213,0.824998
靛,19,0.000131,1.346050
靜,32,0.000220,0.799217
非,33,0.000227,0.774998
靠,22,0.000151,1.162498
靡,27,0.000186,0.947220
面,41,0.000282,0.623779
靨,24,0.000165,1.065623
革,45,0.000310,0.568332
靭,15,0.000103,1.704996
靳,13,0.000089,1.967304
靴,30,0.000206,0.852498
靶,25,0.000172,1.022998
靼,18,0.000124,1.420830
鞅,17,0.000117,1.504409
鞋,21,0.000144,1.217855
鞌,28,0.000193,0.913391
鞍,25,0.000172,1.022998
鞏,33,0.000227,0.774998
鞘,24,0.000165,1.065623
鞠,23,0.000158,1.111954
鞣,23,0.000158,1.111954
鞫,10,0.000069,2.557495
鞭,20,0.000138,1.278747
鞴,11,0.000076,2.324995
韃,23,0.000158,1.111954
韉,20,0.000138,1.278747
韋,19,0.000131,1.346050
韓,21,0.000144,1.217855
韜,23,0.000158,1.111954
韭,24,0.000165,1.065623
音,40,0.000275,0.639374
韵,15,0.000103,1.704996
韶,31,0.000213,0.824998
韻,30,0.000206,0.852498
響,25,0.000172,1.022998
頁,25,0.000172,1.022998
頂,27,0.000186,0.947220
頃,19,0.000131,1.346050
項,22,0.000151,1.162498
順,45,0.000310,0.568332
須,21,0.000144,1.217855
頊,20,0.000138,1.278747
頌,27,0.000186,0.947220
頏,16,0.000110,1.598434
預,46,0.000316,0.555977
頑,31,0.000213,0.824998
頒,30,0.000206,0.852498
頓,22,0.000151,1.162498
頗,21,0.000144,1.217855
領,39,0.000268,0.655768
頜,22,0.000151,1.162498
頟,24,0.000165,1.065623
頡,26,0.000179,0.983652
頤,29,0.000199,0.881895
頭,27,0.000186,0.947220
頰,22,0.000151,1.162498
頷,23,0.000158,1.111954
頸,20,0.000138,1.278747
頻,22,0.000151,1.162498
顆,30,0.000206,0.852498
題,40,0.000275,0.639374
顎,19,0.000131,1.346050
顓,19,0.000131,1.346050
顛,34,0.000234,0.752204
類,25,0.000172,1.022998
顥,26,0.000179,0.983652
顧,29,0.000199,0.881895
顫,21,0.000144,1.217855
顯,32,0.000220,0.799217
顰,26,0.000179,0.983652
顱,22,0.000151,1.162498
顳,12,0.000083,2.131246
顴,19,0.000131,1.346050
風,35,0.000241,0.730713
颶,22,0.000151,1.162498
颼,14,0.000096,1.826782
飃,29,0.000199,0.881895
飆,23,0.000158,1.111954
飛,35,0.000241,0.730713
食,42,0.000289,0.608927
飢,36,0.000248,0.710415
飤,22,0.000151,1.162498
飧,17,0.000117,1.504409
飩,16,0.000110,1.598434
飪,24,0.000165,1.065623
飫,15,0.000103,1.704996
飭,15,0.000103,1.704996
飯,35,0.000241,0.730713
飴,14,0.000096,1.826782
飽,24,0.000165,1.065623
飾,36,0.000248,0.710415
餃,22,0.000151,1.162498
餅,40,0.000275,0.639374
餉,18,0.000124,1.420830
養,34,0.000234,0.752204
餌,30,0.000206,0.852498
餐,25,0.000172,1.022998
餒,38,0.000261,0.673025
餓,28,0.000193,0.913391
餘,23,0.000158,1.111954
餛,13,0.000089,1.967304
餞,29,0.000199,0.881895
餡,34,0.000234,0.752204
餮,35,0.000241,0.730713
餽,24,0.000165,1.065623
餾,27,0.000186,0.947220
餿,17,0.000117,1.504409
饅,28,0.000193,0.913391
饉,22,0.000151,1.162498
饌,13,0.000089,1.967304
饒,28,0.000193,0.913391
饕,16,0.000110,1.598434
饗,23,0.000158,1.111954
饜,15,0.000103,1.704996
饞,17,0.000117,1.504409
首,36,0.000248,0.710415
馗,22,0.000151,1.162498
馘,12,0.000083,2.131246
香,31,0.000213,0.824998
馥,19,0.000131,1.346050
馨,27,0.000186,0.947220
馬,29,0.000199,0.881895
馭,22,0.000151,1.162498
馮,28,0.000193,0.913391
馳,30,0.000206,0.852498
馴,36,0.000248,0.710415
馿,14,0.000096,1.826782
駁,25,0.000172,1.022998
駐,24,0.000165,1.065623
駑,19,0.000131,1.346050
駒,26,0.000179,0.983652
駕,31,0.000213,0.824998
駘,8,0.000055,3.196868
駙,24,0.000165,1.065623
駛,27,0.000186,0.947220
駝,34,0.000234,0.752204
駟,21,0.000144,1.217855
駢,18,0.000124,1.420830
駭,27,0.000186,0.947220
駱,19,0.000131,1.346050
駿,28,0.000193,0.913391
騁,28,0.000193,0.913391
騅,13,0.000089,1.967304
騎,31,0.000213,0.824998
騏,15,0.000103,1.704996
騐,14,0.000096,1.826782
騖,25,0.000172,1.022998
騙,26,0.000179,0.983652
騣,26,0.000179,0.983652
騫,21,0.000144,1.217855
騰,21,0.000144,1.217855
騷,23,0.000158,1.111954
騾,23,0.000158,1.111954
驀,14,0.000096,1.826782
驂,21,0.000144,1.217855
驃,14,0.000096,1.826782
驍,25,0.000172,1.022998
驕,27,0.000186,0.947220
驚,36,0.000248,0.710415
驛,24,0.000165,1.065623
驟,26,0.000179,0.983652
驤,13,0.000089,1.967304
驥,16,0.000110,1.598434
驪,23,0.000158,1.111954
骨,39,0.000268,0.655768
骯,25,0.000172,1.022998
骰,13,0.000089,1.967304
骷,15,0.000103,1.704996
骸,22,0.000151,1.162498
骼,26,0.000179,0.983652
髀,16,0.000110,1.598434
髁,20,0.000138,1.278747
髏,15,0.000103,1.704996
髑,12,0.000083,2.131246
髓,32,0.000220,0.799217
體,35,0.000241,0.730713
髖,19,0.000131,1.346050
高,34,0.000234,0.752204
髟,19,0.000131,1.346050
髡,16,0.000110,1.598434
髥,20,0.000138,1.278747
髦,19,0.000131,1.346050
髫,12,0.000083,2.131246
髭,25,0.000172,1.022998
髯,19,0.000131,1.346050
髻,19,0.000131,1.346050
鬃,15,0.000103,1.704996
鬟,15,0.000103,1.704996
鬢,10,0.000069,2.557495
鬣,23,0.000158,1.111954
鬩,23,0.000158,1.111954
鬮,14,0.000096,1.826782
鬯,17,0.000117,1.504409
鬲,18,0.000124,1.420830
鬻,15,0.000103,1.704996
鬼,30,0.000206,0.852498
魁,26,0.000179,0.983652
魂,31,0.000213,0.824998
魃,19,0.000131,1.346050
魄,32,0.000220,0.799217
魅,19,0.000131,1.346050
魍,11,0.000076,2.324995
魎,22,0.000151,1.162498
魏,26,0.000179,0.983652
魑,25,0.000172,1.022998
魔,23,0.000158,1.111954
魘,29,0.000199,0.881895
魚,40,0.000275,0.639374
魯,19,0.000131,1.346050
魴,14,0.000096,1.826782
鮎,13,0.000089,1.967304
鮑,37,0.000255,0.691215
鮒,14,0.000096,1.826782
鮪,9,0.000062,2.841661
鮫,13,0.000089,1.967304
鮭,24,0.000165,1.065623
鯉,17,0.000117,1.504409
鯊,17,0.000117,1.504409
鯔,9,0.000062,2.841661
鯖,9,0.000062,2.841661
鯛,12,0.000083,2.131246
鯡,12,0.000083,2.131246
鯢,15,0.000103,1.704996
鯤,27,0.000186,0.947220
鯧,12,0.000083,2.131246
鯨,23,0.000158,1.111954
鯽,13,0.000089,1.967304
鰈,14,0.000096,1.826782
鰉,9,0.000062,2.841661
鰍,19,0.000131,1.346050
鰐,10,0.000069,2.557495
鰒,16,0.000110,1.598434
鰓,32,0.000220,0.799217
鰥,22,0.000151,1.162498
鰭,14,0.000096,1.826782
鰱,13,0.000089,1.967304
鰲,17,0.000117,1.504409
鰹,20,0.000138,1.278747
鰻,27,0.000186,0.947220
鰾,23,0.000158,1.111954
鱉,24,0.000165,1.065623
鱒,13,0.000089,1.967304
鱖,16,0.000110,1.598434
鱗,26,0.000179,0.983652
鱟,15,0.000103,1.704996
鱧,14,0.000096,1.826782
鱸,11,0.000076,2.324995
鳥,33,0.000227,0.774998
鳧,8,0.000055,3.196868
鳩,19,0.000131,1.346050
鳳,33,0.000227,0.774998
鳴,32,0.000220,0.799217
鳶,32,0.000220,0.799217
鴆,15,0.000103,1.704996
鴇,14,0.000096,1.826782
鴉,24,0.000165,1.065623
鴕,38,0.000261,0.673025
鴛,23,0.000158,1.111954
鴟,11,0.000076,2.324995
鴣,24,0.000165,1.065623
鴦,26,0.000179,0.983652
鴨,20,0.000138,1.278747
鴻,26,0.000179,0.983652
鴿,26,0.000179,0.983652
鵑,25,0.000172,1.022998
鵜,16,0.000110,1.598434
鵠,25,0.000172,1.022998
鵡,19,0.000131,1.346050
鵪,8,0.000055,3.196868
鵬,29,0.000199,0.881895
鵯,15,0.000103,1.704996
鵲,31,0.000213,0.824998
鶇,15,0.000103,1.704996
鶉,22,0.000151,1.162498
鶚,13,0.000089,1.967304
鶩,15,0.000103,1.704996
鶯,22,0.000151,1.162498
鶴,34,0.000234,0.752204
鶻,21,0.000144,1.217855
鷂,23,0.000158,1.111954
鷓,22,0.000151,1.162498
